Indicator,continent,code,country,year,sex,Suicide Rate
Age-standardized suicide rates (per 100 000 population),Americas,TTO,Trinidad and Tobago,2019,Female,3.66
Age-standardized suicide rates (per 100 000 population),Africa,UGA,Uganda,2019,Female,3.7
Age-standardized suicide rates (per 100 000 population),Europe,ALB,Albania,2019,Both sexes,3.72
Age-standardized suicide rates (per 100 000 population),Africa,TZA,United Republic of Tanzania,2019,Female,3.74
Age-standardized suicide rates (per 100 000 population),Americas,COL,Colombia,2019,Both sexes,3.74
Age-standardized suicide rates (per 100 000 population),Europe,CZE,Czechia,2019,Female,3.78
Age-standardized suicide rates (per 100 000 population),Africa,NGA,Nigeria,2019,Female,3.79
Age-standardized suicide rates (per 100 000 population),Africa,GAB,Gabon,2019,Female,3.81
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,KWT,Kuwait,2019,Male,3.83
Age-standardized suicide rates (per 100 000 population),Africa,MRT,Mauritania,2019,Female,3.85
Age-standardized suicide rates (per 100 000 population),South-East Asia,BGD,Bangladesh,2019,Both sexes,3.85
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBN,Lebanon,2019,Male,3.87
Age-standardized suicide rates (per 100 000 population),Western Pacific,PHL,Philippines,2019,Male,3.88
Age-standardized suicide rates (per 100 000 population),Europe,SRB,Serbia,2019,Female,3.89
Age-standardized suicide rates (per 100 000 population),Europe,DEU,Germany,2019,Female,3.91
Age-standardized suicide rates (per 100 000 population),Europe,AZE,Azerbaijan,2019,Both sexes,3.97
Age-standardized suicide rates (per 100 000 population),South-East Asia,IDN,Indonesia,2019,Male,3.99
Age-standardized suicide rates (per 100 000 population),Europe,BLR,Belarus,2019,Male,30.12
Age-standardized suicide rates (per 100 000 population),Western Pacific,KIR,Kiribati,2019,Both sexes,30.56
Age-standardized suicide rates (per 100 000 population),Europe,KAZ,Kazakhstan,2019,Male,30.88
Age-standardized suicide rates (per 100 000 population),Western Pacific,MNG,Mongolia,2019,Male,31.11
Age-standardized suicide rates (per 100 000 population),Americas,URY,Uruguay,2019,Male,31.12
Age-standardized suicide rates (per 100 000 population),Western Pacific,SLB,Solomon Islands,2019,Male,32.25
Age-standardized suicide rates (per 100 000 population),Europe,UKR,Ukraine,2019,Male,32.7
Age-standardized suicide rates (per 100 000 population),Western Pacific,VUT,Vanuatu,2019,Male,33.1
Age-standardized suicide rates (per 100 000 population),Africa,LSO,Lesotho,2019,Female,34.56
Age-standardized suicide rates (per 100 000 population),Africa,BWA,Botswana,2019,Male,35.54
Age-standardized suicide rates (per 100 000 population),Europe,LTU,Lithuania,2019,Male,36.06
Age-standardized suicide rates (per 100 000 population),Africa,ZWE,Zimbabwe,2019,Male,37.81
Age-standardized suicide rates (per 100 000 population),Africa,ZAF,South Africa,2019,Male,37.88
Age-standardized suicide rates (per 100 000 population),Europe,RUS,Russian Federation,2019,Male,38.18
Age-standardized suicide rates (per 100 000 population),Africa,CAF,Central African Republic,2019,Male,39.64
Age-standardized suicide rates (per 100 000 population),South-East Asia,MDV,Maldives,2019,Male,4.07
Age-standardized suicide rates (per 100 000 population),Americas,CUB,Cuba,2019,Female,4.08
Age-standardized suicide rates (per 100 000 population),Americas,PER,Peru,2019,Male,4.1
Age-standardized suicide rates (per 100 000 population),Western Pacific,VNM,Viet Nam,2019,Female,4.18
Age-standardized suicide rates (per 100 000 population),Americas,BOL,Bolivia (Plurinational State of),2019,Female,4.19
Age-standardized suicide rates (per 100 000 population),Western Pacific,BRN,Brunei Darussalam,2019,Male,4.24
Age-standardized suicide rates (per 100 000 population),Europe,DNK,Denmark,2019,Female,4.24
Age-standardized suicide rates (per 100 000 population),Europe,ITA,Italy,2019,Both sexes,4.33
Age-standardized suicide rates (per 100 000 population),Africa,NAM,Namibia,2019,Female,4.35
Age-standardized suicide rates (per 100 000 population),Western Pacific,TON,Tonga,2019,Both sexes,4.37
Age-standardized suicide rates (per 100 000 population),Americas,HND,Honduras,2019,Male,4.39
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,OMN,Oman,2019,Both sexes,4.47
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBY,Libya,2019,Both sexes,4.49
Age-standardized suicide rates (per 100 000 population),Europe,EST,Estonia,2019,Female,4.49
Age-standardized suicide rates (per 100 000 population),South-East Asia,TLS,Timor-Leste,2019,Both sexes,4.53
Age-standardized suicide rates (per 100 000 population),Europe,FRA,France,2019,Female,4.54
Age-standardized suicide rates (per 100 000 population),Europe,LVA,Latvia,2019,Female,4.56
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,TUN,Tunisia,2019,Male,4.6
Age-standardized suicide rates (per 100 000 population),Europe,AUT,Austria,2019,Female,4.64
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,EGY,Egypt,2019,Male,4.65
Age-standardized suicide rates (per 100 000 population),Europe,UKR,Ukraine,2019,Female,4.65
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,QAT,Qatar,2019,Both sexes,4.66
Age-standardized suicide rates (per 100 000 population),Americas,NIC,Nicaragua,2019,Both sexes,4.66
Age-standardized suicide rates (per 100 000 population),Africa,AGO,Angola,2019,Female,4.68
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,MAR,Morocco,2019,Female,4.7
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRQ,Iraq,2019,Both sexes,4.74
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,PAK,Pakistan,2019,Female,4.75
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SDN,Sudan,2019,Both sexes,4.76
Age-standardized suicide rates (per 100 000 population),Americas,PAN,Panama,2019,Male,4.8
Age-standardized suicide rates (per 100 000 population),Western Pacific,CHN,China,2019,Female,4.8
Age-standardized suicide rates (per 100 000 population),Europe,ARM,Armenia,2019,Male,4.92
Age-standardized suicide rates (per 100 000 population),Europe,UZB,Uzbekistan,2019,Female,4.93
Age-standardized suicide rates (per 100 000 population),Africa,SWZ,Eswatini,2019,Both sexes,40.46
Age-standardized suicide rates (per 100 000 population),Americas,GUY,Guyana,2019,Both sexes,40.85
Age-standardized suicide rates (per 100 000 population),Americas,SUR,Suriname,2019,Male,41.33
Age-standardized suicide rates (per 100 000 population),Africa,MOZ,Mozambique,2019,Male,42.56
Age-standardized suicide rates (per 100 000 population),Western Pacific,FSM,Micronesia (Federated States of),2019,Male,44.32
Age-standardized suicide rates (per 100 000 population),Africa,COD,Democratic Republic of the Congo,2019,Female,5.02
Age-standardized suicide rates (per 100 000 population),Africa,CIV,Côte d’Ivoire,2019,Female,5.03
Age-standardized suicide rates (per 100 000 population),Africa,RWA,Rwanda,2019,Female,5.04
Age-standardized suicide rates (per 100 000 population),Africa,CPV,Cabo Verde,2019,Female,5.06
Age-standardized suicide rates (per 100 000 population),South-East Asia,BTN,Bhutan,2019,Both sexes,5.07
Age-standardized suicide rates (per 100 000 population),Europe,HRV,Croatia,2019,Female,5.08
Age-standardized suicide rates (per 100 000 population),South-East Asia,MMR,Myanmar,2019,Male,5.09
Age-standardized suicide rates (per 100 000 population),Americas,DOM,Dominican Republic,2019,Both sexes,5.11
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRN,Iran (Islamic Republic of),2019,Both sexes,5.13
Age-standardized suicide rates (per 100 000 population),Europe,ISR,Israel,2019,Both sexes,5.15
Age-standardized suicide rates (per 100 000 population),Africa,SEN,Senegal,2019,Female,5.18
Age-standardized suicide rates (per 100 000 population),Africa,ETH,Ethiopia,2019,Female,5.18
Age-standardized suicide rates (per 100 000 population),Western Pacific,PNG,Papua New Guinea,2019,Male,5.21
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,ARE,United Arab Emirates,2019,Both sexes,5.24
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,YEM,Yemen,2019,Female,5.27
Age-standardized suicide rates (per 100 000 population),Europe,ALB,Albania,2019,Male,5.27
Age-standardized suicide rates (per 100 000 population),Africa,ZMB,Zambia,2019,Female,5.28
Age-standardized suicide rates (per 100 000 population),Europe,BLR,Belarus,2019,Female,5.28
Age-standardized suicide rates (per 100 000 population),Europe,ESP,Spain,2019,Both sexes,5.28
Age-standardized suicide rates (per 100 000 population),Americas,MEX,Mexico,2019,Both sexes,5.29
Age-standardized suicide rates (per 100 000 population),Europe,CYP,Cyprus,2019,Male,5.3
Age-standardized suicide rates (per 100 000 population),Africa,KEN,Kenya,2019,Female,5.31
Age-standardized suicide rates (per 100 000 population),Europe,TJK,Tajikistan,2019,Both sexes,5.32
Age-standardized suicide rates (per 100 000 population),Europe,MLT,Malta,2019,Both sexes,5.32
Age-standardized suicide rates (per 100 000 population),Americas,CAN,Canada,2019,Female,5.38
Age-standardized suicide rates (per 100 000 population),Western Pacific,NZL,New Zealand,2019,Female,5.41
Age-standardized suicide rates (per 100 000 population),Africa,MDG,Madagascar,2019,Female,5.42
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SAU,Saudi Arabia,2019,Both sexes,5.43
Age-standardized suicide rates (per 100 000 population),Europe,LUX,Luxembourg,2019,Female,5.43
Age-standardized suicide rates (per 100 000 population),Africa,MRT,Mauritania,2019,Both sexes,5.47
Age-standardized suicide rates (per 100 000 population),Western Pacific,KHM,Cambodia,2019,Both sexes,5.49
Age-standardized suicide rates (per 100 000 population),Africa,LBR,Liberia,2019,Female,5.5
Age-standardized suicide rates (per 100 000 population),Europe,HUN,Hungary,2019,Female,5.51
Age-standardized suicide rates (per 100 000 population),Europe,SVN,Slovenia,2019,Female,5.54
Age-standardized suicide rates (per 100 000 population),Western Pacific,AUS,Australia,2019,Female,5.58
Age-standardized suicide rates (per 100 000 population),Western Pacific,MNG,Mongolia,2019,Female,5.62
Age-standardized suicide rates (per 100 000 population),Europe,CHE,Switzerland,2019,Female,5.65
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,QAT,Qatar,2019,Male,5.66
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2019,Female,5.67
Age-standardized suicide rates (per 100 000 population),Africa,MLI,Mali,2019,Female,5.7
Age-standardized suicide rates (per 100 000 population),Americas,BHS,Bahamas,2019,Male,5.76
Age-standardized suicide rates (per 100 000 population),Western Pacific,MYS,Malaysia,2019,Both sexes,5.77
Age-standardized suicide rates (per 100 000 population),Africa,COM,Comoros,2019,Female,5.82
Age-standardized suicide rates (per 100 000 population),Western Pacific,TON,Tonga,2019,Male,5.88
Age-standardized suicide rates (per 100 000 population),Europe,GRC,Greece,2019,Male,5.9
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2019,Both sexes,5.96
Age-standardized suicide rates (per 100 000 population),Western Pacific,FJI,Fiji,2019,Female,5.96
Age-standardized suicide rates (per 100 000 population),Americas,COL,Colombia,2019,Male,5.96
Age-standardized suicide rates (per 100 000 population),Western Pacific,LAO,Lao People's Democratic Republic,2019,Both sexes,5.98
Age-standardized suicide rates (per 100 000 population),Western Pacific,KIR,Kiribati,2019,Male,53.56
Age-standardized suicide rates (per 100 000 population),South-East Asia,BGD,Bangladesh,2019,Male,6.02
Age-standardized suicide rates (per 100 000 population),Africa,COG,Congo,2019,Female,6.06
Age-standardized suicide rates (per 100 000 population),Europe,NLD,Netherlands,2019,Female,6.06
Age-standardized suicide rates (per 100 000 population),Europe,TKM,Turkmenistan,2019,Both sexes,6.07
Age-standardized suicide rates (per 100 000 population),Africa,BEN,Benin,2019,Female,6.09
Age-standardized suicide rates (per 100 000 population),South-East Asia,LKA,Sri Lanka,2019,Female,6.1
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBY,Libya,2019,Male,6.11
Age-standardized suicide rates (per 100 000 population),Americas,SLV,El Salvador,2019,Both sexes,6.11
Age-standardized suicide rates (per 100 000 population),Americas,PRY,Paraguay,2019,Both sexes,6.16
Age-standardized suicide rates (per 100 000 population),Europe,LTU,Lithuania,2019,Female,6.18
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2019,Male,6.19
Age-standardized suicide rates (per 100 000 population),Americas,GTM,Guatemala,2019,Both sexes,6.23
Age-standardized suicide rates (per 100 000 population),Africa,GMB,Gambia,2019,Female,6.24
Age-standardized suicide rates (per 100 000 population),South-East Asia,PRK,Democratic People's Republic of Korea,2019,Female,6.27
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,ARE,United Arab Emirates,2019,Male,6.29
Age-standardized suicide rates (per 100 000 population),Europe,NOR,Norway,2019,Female,6.29
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SDN,Sudan,2019,Male,6.34
Age-standardized suicide rates (per 100 000 population),Africa,BDI,Burundi,2019,Female,6.35
Age-standardized suicide rates (per 100 000 population),Western Pacific,SGP,Singapore,2019,Female,6.37
Age-standardized suicide rates (per 100 000 population),Africa,SWZ,Eswatini,2019,Female,6.41
Age-standardized suicide rates (per 100 000 population),Americas,BRA,Brazil,2019,Both sexes,6.41
Age-standardized suicide rates (per 100 000 population),Africa,NER,Niger,2019,Female,6.42
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,OMN,Oman,2019,Male,6.43
Age-standardized suicide rates (per 100 000 population),Africa,TGO,Togo,2019,Female,6.45
Age-standardized suicide rates (per 100 000 population),Africa,BFA,Burkina Faso,2019,Female,6.5
Age-standardized suicide rates (per 100 000 population),Europe,BGR,Bulgaria,2019,Both sexes,6.5
Age-standardized suicide rates (per 100 000 population),Europe,AZE,Azerbaijan,2019,Male,6.61
Age-standardized suicide rates (per 100 000 population),Western Pacific,CHN,China,2019,Both sexes,6.67
Age-standardized suicide rates (per 100 000 population),South-East Asia,TLS,Timor-Leste,2019,Male,6.69
Age-standardized suicide rates (per 100 000 population),Africa,SSD,South Sudan,2019,Both sexes,6.69
Age-standardized suicide rates (per 100 000 population),Africa,GNB,Guinea-Bissau,2019,Female,6.69
Age-standardized suicide rates (per 100 000 population),Europe,ITA,Italy,2019,Male,6.72
Age-standardized suicide rates (per 100 000 population),South-East Asia,BTN,Bhutan,2019,Male,6.77
Age-standardized suicide rates (per 100 000 population),Americas,USA,United States of America,2019,Female,6.77
